"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2019","2019",36343,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2000","2000",61748,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2001","2001",62488,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2002","2002",63498,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2003","2003",63780,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2004","2004",65301,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2005","2005",66688,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2006","2006",67886,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2007","2007",69833,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2008","2008",71990,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2009","2009",75312,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2010","2010",77488,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2011","2011",80762,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2012","2012",83629,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2013","2013",86406,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2014","2014",88873,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2015","2015",91268,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2016","2016",94643,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2017","2017",97212,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2018","2018",100710,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2019","2019",102853,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CAN","Canada","2020","2020",104409,"E; P","Estimated value; Provisional value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2000","2000",34604,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2001","2001",35222,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2002","2002",35750,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2003","2003",35960,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2004","2004",35907,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2005","2005",36381,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2006","2006",36595,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2007","2007",36815,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2008","2008",36921,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2009","2009",37351,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2010","2010",37661,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2011","2011",38171,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2012","2012",38624,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2013","2013",38776,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2018","2018",42919,"E; B","Estimated value; Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","CZE","Czech Republic","2019","2019",43399,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2000","2000",15553,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2001","2001",15717,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2002","2002",16324,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2003","2003",16608,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2004","2004",17438,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2005","2005",18072,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2006","2006",18615,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2007","2007",18886,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2008","2008",19664,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2009","2009",20166,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2010","2010",20670,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2011","2011",21108,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2012","2012",21458,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2013","2013",21614,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2014","2014",21882,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2015","2015",22332,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2016","2016",22902,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2017","2017",23688,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2018","2018",24301,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2000","2000",12936,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2001","2001",12968,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2002","2002",13141,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2003","2003",13365,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2004","2004",13543,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2005","2005",13818,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2006","2006",14124,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2007","2007",14220,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2008","2008",14455,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2009","2009",15090,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2010","2010",16030,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2011","2011",16090,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2012","2012",16614,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2013","2013",17116,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FIN","Finland","2014","2014",17511,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2000","2000",183637,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2001","2001",186571,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2002","2002",189189,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2003","2003",191347,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2004","2004",193648,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2005","2005",195079,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2006","2006",196018,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2007","2007",196200,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2008","2008",197088,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2009","2009",195460,"E; B","Estimated value; Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2010","2010",196767,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2011","2011",199094,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2012","2012",201094,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2013","2013",203249,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2014","2014",205041,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2015","2015",206710,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2016","2016",208266,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2017","2017",210038,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2018","2018",210567,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","FRA","France","2019","2019",213201,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2000","2000",266869,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2001","2001",271157,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2002","2002",273961,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2003","2003",276643,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2004","2004",278444,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2005","2005",280012,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2006","2006",283102,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2007","2007",286803,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2008","2008",290723,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2009","2009",296400,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2010","2010",303645,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2011","2011",311223,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2012","2012",317390,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2013","2013",325407,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2014","2014",332695,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2015","2015",338129,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2016","2016",344755,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2017","2017",351195,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2018","2018",357401,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2019","2019",365100,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","DEU","Germany","2020","2020",371562,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2000","2000",27390,"E; B","Estimated value; Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2001","2001",29448,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2002","2002",32452,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2003","2003",32889,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2004","2004",33727,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2005","2005",28055,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2006","2006",30575,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2007","2007",28189,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2008","2008",31024,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2009","2009",30276,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2010","2010",28686,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2011","2011",29500,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2012","2012",30641,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2013","2013",31748,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2014","2014",32791,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2015","2015",30486,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2016","2016",31515,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2017","2017",32543,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2018","2018",33078,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2019","2019",34137,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2000","2000",968,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2001","2001",990,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2002","2002",1029,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2003","2003",1047,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2004","2004",1056,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2005","2005",1072,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2006","2006",1095,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2007","2007",1126,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2008","2008",1156,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2009","2009",1162,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2010","2010",1142,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2011","2011",1118,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2012","2012",1142,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2013","2013",1168,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2014","2014",1193,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2015","2015",1249,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2016","2016",1292,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2017","2017",1330,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2018","2018",1373,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2019","2019",1404,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2011","2011",12215,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2012","2012",12450,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2013","2013",12367,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2014","2014",14029,"B","Break"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2015","2015",14666,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2016","2016",15178,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2017","2017",15660,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2018","2018",15962,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2019","2019",16366,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2020","2020",17231,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2000","2000",196074,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2001","2001",199794,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2002","2002",203479,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2003","2003",208093,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2004","2004",213302,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2005","2005",215739,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2006","2006",216519,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2007","2007",221782,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2008","2008",222761,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2009","2009",223997,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2010","2010",226384,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2011","2011",231481,"E","Estimated value"
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2012","2012",230621,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",234918,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",235889,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",233102,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2016","2016",239642,,
"PHYSMEDE","Practising physicians","PERSMYNB","Number of persons (head counts)","ITA","Italy","2017","2017",241512,,
