"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2016","2016",0,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2017","2017",39,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2018","2018",119,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2019","2019",484,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2000","2000",9605,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2001","2001",9547,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2002","2002",9452,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2003","2003",9487,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2004","2004",9868,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2005","2005",9773,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2006","2006",9335,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2007","2007",9721,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2008","2008",9733,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2009","2009",9725,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2010","2010",9788,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2011","2011",9654,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2012","2012",9916,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2013","2013",9954,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2014","2014",10318,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2015","2015",10784,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2016","2016",10603,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2017","2017",10641,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2018","2018",10379,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2019","2019",10125,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2000","2000",15737,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2001","2001",15693,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2002","2002",16080,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2003","2003",16271,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2004","2004",16689,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2005","2005",16922,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2006","2006",17743,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2007","2007",17306,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2008","2008",17331,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2009","2009",17764,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2010","2010",18129,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2011","2011",18863,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2012","2012",19115,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2013","2013",19411,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2014","2014",19527,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2015","2015",19952,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2016","2016",20173,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2017","2017",20911,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2018","2018",20990,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","AUT","Austria","2019","2019",21666,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",169349,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",173304,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",175821,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",177731,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",178730.88,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",177779.56,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",183416.04,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",187326.64,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",195504.53,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",194468.63,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2012","2012",199327.66,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2013","2013",197982.65,"E","Estimated value"
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2014","2014",202076,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2015","2015",204824,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2016","2016",205091,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",203456,,
"HOEMHEMP","Total hospital employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",196918,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",7533,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",7357,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",7263,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",7089,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",6905.32,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",7209.77,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",7253.9,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",7407.38,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",7833.77,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",7715.03,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2012","2012",8096.38,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2013","2013",7564.66,"E","Estimated value"
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2014","2014",7740,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2015","2015",7932,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2016","2016",7921,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",8372,,
"HOEMHPHY","Physicians employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",7501,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",66317,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",66216,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",69111,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",70263,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",72438.28,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",72124.57,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",74594.01,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",76013.66,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",79214.9,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",79502.14,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2012","2012",81763.54,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2013","2013",82282.52,"E","Estimated value"
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2014","2014",84260,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2015","2015",85670,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2016","2016",85738,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",85276,,
"HOEMHNUR","Professional nurses and midwives employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",83216,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",3211,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",2659,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",2638,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",2895,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",2369.33,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",2694.52,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",2134.5,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",2362.18,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",1995.29,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",1761.34,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2012","2012",1745.01,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2013","2013",1547.29,"E","Estimated value"
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2014","2014",1470,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2015","2015",1360,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2016","2016",1259,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",1128,,
"HOEMHASN","Associate nurses employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",903,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",15823,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",17946,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",15597,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",15042,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",15014.69,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",14008.47,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",14813.47,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",14354.05,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",14325.57,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",14226.92,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2012","2012",13879.27,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2013","2013",13150.69,"E","Estimated value"
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2014","2014",12337,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2015","2015",12139,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2016","2016",11584,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",11176,,
"HOEMHHCA","Health care assistants employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",10663,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2002","2002",17473,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2003","2003",18487,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2004","2004",19054,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2005","2005",19187,,
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2006","2006",19962.18,"E","Estimated value"
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2007","2007",20344.39,"E","Estimated value"
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2008","2008",21034.5,"E","Estimated value"
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2009","2009",21750.27,"E","Estimated value"
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2010","2010",22898.76,"E","Estimated value"
"HOEMHOTH","Other health service providers employed in hospitals","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2011","2011",23120.14,"E","Estimated value"
